Basic information,,,,Log2 Fold Change,,,,,,,,,Adjusted P-value,,,,,,,,,Normalized Peak Area: Samples,,,,,,,,,,,,,,,,,,,,,,,,Norm. Peak Area: Blanks (noise),,,,,,,Group CV [%],,,,,,,,
ID,Name,Calc. MW,RT [min],"(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)","(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)",S01_P40_WT1,S02_P40_KO1,S03_P40_WT2,S04_P40_KO2,S05_P40_WT3,S06_P40_KO3,S07_P40_WT4,S08_P40_KO4,S09_P2_WT1,S10_P2_KO1,S11_P2_WT2,S12_P2_KO2,S13_P2_WT3,S14_P2_KO3,S15_P2_WT4,S16_P2_KO4,S17_E14_5_WT1,S18_E14_5_KO1,S19_E14_5_WT2,S20_E14_5_KO2,S21_E14_5_WT3,S22_E14_5_KO3,S23_E14_5_WT4,S24_E14_5_KO4,blank01,blank02,blank03,blank04,blank05,blank06,blank07,"E14_5, KO","E14_5, WT","P2, KO","P2, WT","P40, KO","P40, WT",,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(2E)-2-(2-Furylmethylene)butanal,150.0681,0.92,4940518.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3-(4-Hydroxyphenyl)propanal,150.0681,0.92,10131679.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3-Phenylpropanoic acid,150.0681,0.92,10181339.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3-(2-hydroxyphenyl)propanal,150.0681,0.92,8594781.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2-(2-Furyl)-3-methyl-2-butenal,150.0681,0.92,483146.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Paracoumaryl alcohol,150.0681,0.92,4444166.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2-(3-Hydroxy-1-propen-1-yl)phenol,150.0681,0.92,57560580.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3-Methoxy-5-vinylphenol,150.0681,0.92,74851731.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2413,150.0681,0.92,21105889.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MFCD00053704,150.0681,0.92,21106000.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3073,150.0681,0.92,21106001.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Benzyl acetate,150.0681,0.92,13850405.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2-Hydroxy-3-phenylpropanal,150.0681,0.92,13419471.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Acetanisole,150.0681,0.92,13835344.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4163,150.0681,0.92,13835161.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3-(3-Hydroxyphenyl)propanal,150.0681,0.92,14943801.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3-Hydroxy-3-phenylpropanal,150.0681,0.92,27017481.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"4-methylocta-2,4,6-trienedial",150.0681,0.92,23107139.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,o-Acetyl-p-cresol,150.0681,0.92,14340.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hydratropic acid,150.0681,0.92,9874.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DG8734020,150.0681,0.92,11576.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4-Ethylbenzoic acid,150.0681,0.92,11589.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m-Tolylacetic Acid,150.0681,0.92,11623.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1937030,150.0681,0.92,63940.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4'-Hydroxy-3'-methylacetophenone,150.0681,0.92,63323.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,phenyl glycidyl ether,150.0681,0.92,28958.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2-Methoxy-4-vinylphenol,150.0681,0.92,325.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ethylbenzoate,150.0681,0.92,6897.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AJ3175000,150.0681,0.92,7278.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2864,150.0681,0.92,7425.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,paroxypropione,150.0681,0.92,6035.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Phenylethyl formate,150.0681,0.92,307171.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2-Hydroxypropiophenone,150.0681,0.92,91359.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4-Hydroxycinnamyl alcohol,150.0681,0.92,85079.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4-Chromanol,150.0681,0.92,83854.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(3-phenyloxiranyl)methanol,150.0681,0.92,80823.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c174_RP,Eglumetad,185.0689,4.73,0.030000000000000,0.190000000000000,-0.370000000000000,-0.830000000000000,-1.740000000000000,-0.910000000000000,-0.980000000000000,-1.340000000000000,-0.360000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000214738011752617000000000000,0.000000025086809521626900000000,0.000512809705417742000000000000,0.000174639964108345000000000000,0.000001873241494197950000000000,0.214236353732356000000000000000,4370101.762713100000000,5682466.003446740000000,3565280.401985980000000,3766395.290705380000000,4717623.074120100000000,4042217.061579600000000,3467065.265503040000000,4061455.926447810000000,8636774.228018990000000,8463299.272412200000000,6789156.601103610000000,7064590.948346320000000,6783648.927412440000000,7547371.084425940000000,7276480.270739580000000,9149994.085358020000000,13547948.234631800000000,11504760.473161200000000,13501655.918522400000000,9135052.716760030000000,12951139.181269800000000,10832909.724402500000000,11742394.862011400000000,9651483.260271670000000,2.0E+05,1.9E+05,2.9E+05,1.9E+05,1.8E+05,1.9E+05,2.1E+05,10.5,6.5,11.6,11.9,19.9,15.2,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"3-Hydroxy-2,4,5-pyridinetrimethanol",185.0688,0.53,91705.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eglumetad,185.0688,0.53,184747.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c175_RP,Leucylglycine,188.1162,11.04,0.860000000000000,0.020000000000000,-0.250000000000000,2.200000000000000,4.560000000000000,2.370000000000000,3.030000000000000,5.670000000000000,2.640000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.652478605487851000000000000000,0.000282165795659945000000000000,0.014575929034836800000000000000,0.215965043873311000000000000000,0.000042529995592118300000000000,0.008402237942525880000000000000,5087845.246509560000000,9705134.217176910000000,4921416.728028400000000,9550706.077758210000000,6294897.619767040000000,1619451.245916380000000,1982456.731815230000000,8586175.536198480000000,6032809.459088400000000,1136428.000339470000000,964160.595751276000000,1081001.195468780000000,1124006.098176250000000,5178920.690439170000000,1061177.137539170000000,1076002.691883790000000,170770.555707374000000,188898.838467905000000,183285.776778320000000,165421.222182759000000,240042.475451849000000,267322.438995396000000,357199.645680195000000,167287.999264023000000,1.3E+05,1.3E+05,1.4E+05,1.3E+05,1.3E+05,1.2E+05,1.3E+05,24.3,35.8,96.3,108.6,52.4,40.1,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H-Gln(isopropyl)-OH,188.1161,0.76,5361284.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gly-Ile,188.1161,0.76,227861.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,val-ala,188.1161,0.76,296432.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ile-gly,188.1161,0.76,303621.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6-Acetamido-3-aminohexanoic acid,188.1161,0.76,389135.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ala-val,188.1161,0.76,87399.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AC-LYS-OH,188.1161,0.76,83869.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Leucylglycine,188.1161,0.76,71402.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ne-Acetyllysine,188.1161,0.76,83801.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gly-Leu,188.1161,0.76,83812.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N-alpha-Acetyllysine,188.1161,0.76,167134.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alanylvaline,188.1161,0.76,120970.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c176_RP,Homocitrulline,189.1114,4.70,0.160000000000000,-0.380000000000000,-0.490000000000000,1.440000000000000,-2.810000000000000,-4.250000000000000,1.980000000000000,-2.160000000000000,-4.140000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.010944967156537000000000000000,0.000008687193728270080000000000,0.000000103912250406854000000000,0.001553125789621140000000000000,0.000140752477317840000000000000,0.000000188761817652784000000000,3686476.407534140000000,5874528.160949390000000,3217941.935905940000000,3109893.441793070000000,3799581.206120610000000,4588732.190234730000000,2753960.363249210000000,2239985.075355140000000,673197.221533845000000,722394.860302633000000,1741327.438926200000000,1233384.377243610000000,1263076.713291070000000,698414.670326600000000,1274057.523302650000000,1745010.412859680000000,29500200.280406800000000,23506787.662247100000000,26416599.107089000000000,16045553.365417700000000,21932854.007821800000000,18337500.589471900000000,18671501.229427300000000,13889363.541884800000000,1.1E+05,1.1E+05,9.8E+04,9.7E+04,9.0E+04,8.4E+04,9.2E+04,23.0,19.8,45.1,35.3,40.6,14.2,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Homocitrulline,189.1113,0.35,58582.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c177_RP,fosfocreatinine,193.0255,3.60,0.570000000000000,0.280000000000000,-0.280000000000000,-0.430000000000000,-0.320000000000000,0.120000000000000,-0.150000000000000,0.530000000000000,0.680000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.992477170645325000000000000000,0.874771934659997000000000000000,0.999999999996173000000000000000,1.000000000000000000000000000000,0.321866066654920000000000000000,0.112292772727785000000000000000,2712172.224946770000000,6066826.239180440000000,3935496.726399230000000,3768008.109668530000000,3985515.838756730000000,8768538.475863960000000,2588135.954514320000000,3168120.364913040000000,4864234.053155380000000,6501131.581961070000000,4690282.508779600000000,5618692.138853950000000,4293372.734088450000000,5220813.178742920000000,3526475.670938180000000,5293872.408296260000000,3853962.389024690000000,3075006.282146580000000,3486076.727403900000000,2632188.053542840000000,4429082.689877180000000,3832984.436159140000000,5451570.285060020000000,3743556.420215950000000,9.4E+04,9.3E+04,8.5E+04,9.2E+04,8.8E+04,9.3E+04,9.5E+04,17.2,19.9,10.4,13.7,46.8,22.9,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fosfocreatinine,193.0252,1.27,64349.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c178_RP,5-Methoxy-3-indoleaceate,205.0739,19.20,0.450000000000000,-0.380000000000000,-0.730000000000000,-1.050000000000000,-2.210000000000000,-1.170000000000000,-0.220000000000000,-1.030000000000000,-0.810000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.155949517239422000000000000000,0.000538713428361357000000000000,0.153102827220826000000000000000,0.986216967900556000000000000000,0.117379093671901000000000000000,0.881309180911592000000000000000,377268.321978024000000,592361.532814505000000,319457.915844704000000,320515.425440045000000,307074.237814800000000,563251.853096337000000,413712.442772928000000,386944.890421088000000,493630.204024931000000,485511.095052590000000,755944.557884774000000,539011.455741245000000,683636.443252503000000,569224.863628633000000,1435402.716091340000000,1442418.914810630000000,2693444.406998540000000,1544722.260151320000000,1580265.623817530000000,710734.997549389000000,1653556.662067540000000,1112666.868996960000000,1085727.869500890000000,832008.634900825000000,2.1E+04,2.0E+04,2.1E+04,1.9E+04,2.0E+04,2.1E+04,2.1E+04,35.3,38.5,60.2,48.8,28.5,14.1,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Methyl 1-methoxy-1H-indole-3-carboxylate,205.0739,0.19,8640951.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cinnamoyl glycine,205.0739,0.19,618829.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"4,8-Dimethoxy-2(1H)-quinolinone",205.0739,0.19,721521.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3-Indolehydracrylic acid,205.0739,0.19,26958790.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5-Methoxy-3-indoleaceate,205.0739,0.19,17924.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gentianamine,205.0739,0.19,390958.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Swietenidin B,205.0739,0.19,391236.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,dl-3-Indolelactic acid,205.0739,0.19,83867.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c179_RP,Indoxyl sulfate,213.0097,16.51,-0.120000000000000,0.310000000000000,-0.350000000000000,4.360000000000000,0.640000000000000,-3.720000000000000,3.940000000000000,0.880000000000000,-3.060000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000000035644495799402900000000,0.373075696793600000000000000000,0.000001132172200461500000000000,0.000000135172380066148000000000,0.144545342172474000000000000000,0.000009384552340675660000000000,3067064.937621930000000,2883893.798331910000000,3258396.364506950000000,2151032.426269490000000,2227150.820196640000000,3733593.929997420000000,2388362.247164650000000,1796895.161632360000000,210998.710645440000000,172067.695292904000000,162950.266806269000000,175312.875866817000000,102144.557020844000000,156238.145253962000000,67030.878419439500000,121656.793791991000000,1835741.711631250000000,1766413.981271110000000,1715961.148135530000000,977172.096772321000000,1075882.373660800000000,1864431.738873510000000,1773796.100293950000000,820225.458842490000000,3.7E+04,3.4E+04,3.2E+04,3.0E+04,2.9E+04,2.8E+04,2.9E+04,39.4,22.1,15.7,47.1,32.5,18.4,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Indoxyl sulfate,213.0096,0.70,9840.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c180_RP,11343172,215.1523,20.10,0.750000000000000,0.640000000000000,0.490000000000000,-0.150000000000000,-1.840000000000000,-1.690000000000000,-0.040000000000000,-1.580000000000000,-1.540000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.001000363414077510000000000000,0.001779509618250260000000000000,1.000000000000000000000000000000,0.006512327024271510000000000000,0.003737170997576770000000000000,345252.626166075000000,1211566.080917990000000,418102.887763986000000,818570.098440440000000,488799.053525350000000,491230.193489233000000,358027.884550735000000,399412.205015398000000,481170.956219349000000,718125.389863066000000,381385.467752831000000,629112.934351652000000,277104.388825871000000,317306.160815116000000,559135.366114561000000,904270.905004112000000,1311956.709947140000000,2070648.019948910000000,1310552.989573400000000,1865875.922631080000000,1472176.538959680000000,2048490.067741610000000,1494712.865834780000000,1522811.861304170000000,4.7E+04,2.9E+04,3.2E+04,6.8E+04,6.3E+04,4.6E+04,4.2E+04,13.5,7.1,38.2,28.8,50.4,16.3,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N-Nonanoylglycine,215.1521,0.87,8352257.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11343172,215.1521,0.87,94028.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c181_RP,L-(+)-ERGOTHIONEINE,229.0886,4.71,-0.030000000000000,0.080000000000000,-0.270000000000000,-1.260000000000000,-1.010000000000000,0.260000000000000,-1.380000000000000,-0.760000000000000,0.610000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.023011433098518500000000000000,0.061096689267216700000000000000,0.999999999996173000000000000000,0.021472954794961100000000000000,0.196144120211187000000000000000,0.942120363384980000000000000000,4030860.680577860000000,5461237.668621800000000,4029998.781169370000000,3539866.523446310000000,3748022.103280400000000,4090035.348588790000000,3487094.140528930000000,3451062.382933660000000,12154312.366021100000000,12927163.201949100000000,5457092.218959380000000,6477312.572133570000000,6531729.116542050000000,6872470.549007530000000,14516082.812030800000000,14465806.001780300000000,8137864.065266020000000,10371025.789832600000000,8174591.575367080000000,6621669.860781520000000,7504430.005288520000000,6307275.955301480000000,7264581.964408210000000,6123700.681411700000000,1.0E+05,9.4E+04,8.5E+04,8.4E+04,7.8E+04,7.9E+04,8.0E+04,27.5,5.9,40.3,45.2,22.4,6.8,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-(+)-ERGOTHIONEINE,229.0885,0.63,4508619.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c182_RP,1872050,229.1678,21.78,0.470000000000000,0.530000000000000,0.270000000000000,-0.020000000000000,-1.650000000000000,-1.640000000000000,-0.080000000000000,-1.460000000000000,-1.380000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000403493839625062000000000000,0.001099026764178990000000000000,1.000000000000000000000000000000,0.004987182855660120000000000000,0.001754050489022430000000000000,1197847.064855360000000,3589517.804870530000000,1363238.809050310000000,2042876.028893990000000,1322683.358508530000000,1441654.214644800000000,1108977.608315970000000,1403036.511683040000000,1391002.454586170000000,2098406.729429740000000,1158889.010158130000000,1583000.919801380000000,1051300.689926280000000,1045939.970477680000000,1850673.933645330000000,2377206.932736110000000,3477545.475134450000000,5190019.428033400000000,3729587.388735820000000,4405361.343159210000000,4669965.205007000000000,5906777.078536400000000,4203806.498010070000000,4155204.071941790000000,2.6E+05,3.2E+05,2.5E+05,3.0E+05,3.4E+05,3.2E+05,2.0E+05,16.2,13.1,33.1,26.0,48.3,9.3,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1872050,229.1678,0.14,1361783.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c183_RP,asn-val,231.1220,4.63,-0.100000000000000,0.030000000000000,-0.200000000000000,4.920000000000000,4.510000000000000,-0.410000000000000,4.780000000000000,4.600000000000000,-0.180000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000000000003544764481944180000,0.000000000002281058225189310000,0.293903493420651000000000000000,0.000000000003381208356779060000,0.000000000002392565312536730000,0.999999999992595000000000000000,11777209.393921400000000,12815549.532696200000000,11342601.523756000000000,9241085.798861800000000,11448373.251581600000000,10963107.752721200000000,9686217.051302920000000,10242434.674760000000000,341495.647445745000000,404087.990084431000000,389354.103760146000000,360197.094557081000000,365486.870149161000000,368206.039719556000000,409907.671278980000000,560685.586427235000000,480831.043425039000000,549634.894396608000000,522495.676785339000000,437011.422061880000000,573140.951162917000000,436097.968020553000000,394267.990772583000000,352140.807683282000000,1.3E+05,1.1E+05,1.1E+05,1.0E+05,9.8E+04,1.1E+05,1.1E+05,18.3,15.4,22.1,7.9,14.0,8.5,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,val-asn,231.1219,0.41,14173015.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asn-val,231.1219,0.41,16568270.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c184_RP,beta-L-fucose 1-phosphate,244.0348,4.07,0.100000000000000,0.080000000000000,-0.350000000000000,1.680000000000000,0.840000000000000,-0.840000000000000,1.700000000000000,1.290000000000000,-0.410000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000001188175504972270000000000,0.000558300504892085000000000000,0.012822094998099300000000000000,0.000000598207515351180000000000,0.000016202071680765700000000000,0.222533256635606000000000000000,6124880.160668170000000,8233269.371986260000000,6905506.961810820000000,7104678.797868280000000,6281737.142043730000000,5505160.436088570000000,6155463.412440320000000,6201825.807967930000000,3072110.589075520000000,2403782.128373320000000,1986428.083178330000000,1882872.887998390000000,1635452.407459000000000,1882474.131318370000000,1901572.614040070000000,2220707.665632970000000,2815247.446820140000000,2615430.089802750000000,3414194.395693920000000,2756407.013994520000000,3530185.016504880000000,3127518.818076890000000,3662279.188805940000000,2680997.623613630000000,8.5E+04,8.2E+04,8.7E+04,9.1E+04,8.0E+04,8.4E+04,8.3E+04,8.2,11.2,12.3,29.5,17.4,5.7,,,
